"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels",Comment,Date,"Views by top audience (M)","Views by top audience (F)","Views by top audience (13-17, F)","Views by top audience (13-17, M)","Views by top audience (18-24, F)","Views by top audience (18-24, M)","Views by top audience (25-34, F)","Views by top audience (25-34, M)","Views by top audience (35-44, F)","Views by top audience (35-44, M)","Views by top audience (45-54, F)","Views by top audience (45-54, M)","Views by top audience (55-64, F)","Views by top audience (55-64, M)","Views by top audience (65+, F)","Views by top audience (65+, M)","Views by top audience (13-17)","Views by top audience (18-24)","Views by top audience (25-34)","Views by top audience (35-44)","Views by top audience (45-54)","Views by top audience (55-64)","Views by top audience (65+)","Averaged Seconds Viewed","Unique Video 60-Second Views","Seconds Viewed","60-Second Video Views","3-Second Video Views","People reached",Likes,Comments,Shares,Impressions,"Views by country (Philippines (PH))","Views by country (New Zealand (NZ))","Views by country (Chile (CL))","Views by country (Czech Republic (CZ))","Views by country (Belgium (BE))","Views by country (Romania (RO))","Views by country (Portugal (PT))","Views by country (Sweden (SE))","Views by country (Pakistan (PK))","Views by country (Malaysia (MY))","Views by country (Denmark (DK))","Views by country (Slovakia (SK))","Views by country (Turkey (TR))","Views by country (Thailand (TH))","Views by country (Bulgaria (BG))","Views by country (Austria (AT))","Views by country (Trinidad and Tobago (TT))","Views by country (Ukraine (UA))","Views by country (Serbia (RS))","Views by country (Costa Rica (CR))","Views by country (Norway (NO))","Views by country (Israel (IL))","Views by country (Ecuador (EC))","Views by country (Egypt (EG))","Views by country (Indonesia (ID))","Views by country (United States (US))","Views by country (Canada (CA))","Views by country (United Kingdom (GB))","Views by country (Mexico (MX))","Views by country (Australia (AU))","Views by country (France (FR))","Views by country (Germany (DE))","Views by country (Brazil (BR))","Views by country (Spain (ES))","Views by country (Greece (GR))","Views by country (South Africa (ZA))","Views by country (Poland (PL))","Views by country (Netherlands (NL))","Views by country (Puerto Rico (PR))","Views by country (Ireland (IE))","Views by country (Italy (IT))","Views by country (India (IN))","Views by country (Argentina (AR))","Views by country (Colombia (CO))","Views by country (Hungary (HU))","Views by country (Peru (PE))","Views by country (Singapore (SG))","Views by country (Guatemala (GT))","Views by country (Dominican Republic (DO))","Views by country (Lithuania (LT))","Views by country (Algeria (DZ))","Views by country (Réunion (RE))","Views by country (Tunisia (TN))","Views by country (Croatia (HR))","Views by country (Switzerland (CH))","Views by country (Uruguay (UY))","Views by country (Finland (FI))","Views by country (Bangladesh (BD))","Views by country (Slovenia (SI))","Views by country (Hong Kong (HK))","Views by country (Myanmar (MM))","Views by country (Mongolia (MN))","Views by country (Estonia (EE))","Views by country (Cuba (CU))","Views by country (United Arab Emirates (AE))","Views by country (Venezuela (VE))","Views by country (Latvia (LV))","Views by country (Nicaragua (NI))","Views by country (Honduras (HN))","Views by country (Paraguay (PY))","Views by country (Japan (JP))","Views by country (Sri Lanka (LK))","Views by country (Bosnia and Herzegovina (BA))","Views by country (Macedonia (MK))","Views by country (Syria (SY))","Views by country (El Salvador (SV))","Views by country (Bolivia (BO))"
1239559736694083,,201765839840980,Hometalk,"Wrap a Walmart ball in fabric for this GENIUS decor hack!",194,"05/24/2023 15:05",,,Lifetime,4549,60244,54,22,516,131,2759,361,6510,566,12159,800,17982,1075,20264,1594,76,658,3154,7148,13068,19214,22086,22.22,21081,3447094.68,21697,65405,168308,598,34,87,181535,220,251,195,239,224,152,154,174,159,106,158,126,60,62,112,96,72,66,70,75,82,104,,74,,44516,3959,2388,1379,1211,866,820,528,625,458,634,456,364,287,302,393,374,350,260,317,,,,,,,,,72,61,,,,,,,,,,,,,,,,,,,,,,
6311854392190872,,201765839840980,Hometalk,"Light up a Dollar Store bottle (this is MAGICAL!)",205,"05/26/2023 15:05",,,Lifetime,4199,46188,45,54,500,192,3020,458,6401,711,9796,721,13193,923,13233,1140,99,708,3506,7170,10597,14209,14484,20.27,6383,1943525.98,6383,50774,106426,484,142,73,111875,515,191,247,182,177,146,196,122,178,127,95,94,89,73,110,79,59,63,88,60,,76,63,71,68,32852,2666,1670,1320,816,780,588,539,611,481,403,391,260,319,213,403,352,442,347,298,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304618573765214,,201765839840980,Hometalk,"Stick a Dollar Store container on your wall (BRILLIANT!)",216,"05/28/2023 15:05",,,Lifetime,41009,808333,1798,325,29303,2435,135836,7531,196216,9055,189769,7991,147202,6658,108209,7014,2153,32206,144259,206598,199053,154959,116212,30.21,269325,45221923.15,274652,855447,1507338,15365,227,5085,1656102,4245,2844,3655,4767,3609,2858,2264,2143,4467,1953,2021,2180,1439,,1877,1535,1692,1134,1224,1521,,1342,,1675,,528102,36176,27184,33802,14814,15994,14141,11086,8984,7258,8460,8843,4110,6492,2730,6462,13339,5921,4915,6707,1257,,1210,1070,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920190451667676,,201765839840980,Hometalk,"Turn an ugly old nightstand into THIS! (Genius!)",195,"05/30/2023 15:05",,,Lifetime,6034,61743,43,20,578,180,3364,580,7136,935,12001,1049,17648,1378,20973,1892,64,766,3966,8147,13163,19181,23070,21.3,17047,3445821.09,17261,68358,172977,821,29,163,180682,356,305,353,303,254,278,275,193,334,165,172,166,184,,197,100,,142,134,,83,113,,109,,42079,3785,2446,1512,1388,1210,751,712,1105,795,754,505,400,352,297,654,791,512,355,597,83,,,,118,92,,,111,,,,83,,,,,,,,,,,,,,,,,,,
495704399366435,,201765839840980,Hometalk,"Tie a belt around a lamp shade for this BRILLIANT dining room idea!",209,"06/01/2023 15:06",,,Lifetime,15901,227133,77,24,1311,258,6205,773,13960,1350,32300,2064,67322,4145,105958,7287,102,1607,7065,15489,34682,72082,114352,29.93,74616,15213480.35,75330,245383,501341,4505,107,844,568973,662,1288,505,554,734,434,616,797,421,259,703,338,356,,330,273,172,240,252,148,418,260,,,,161727,16264,18296,2442,8356,3155,2307,1033,2565,1899,2505,1195,1673,609,1317,1381,1001,791,569,924,144,,,,,,,,192,212,,298,,,,,,,,,,,,,,,,,,,,
142581028814613,,201765839840980,Hometalk,"Wrap string light around a hula hoop for this GORGEOUS lighting idea!",191,"06/03/2023 15:06",,,Lifetime,40514,697730,1015,291,9745,1623,86646,6068,205725,10223,195727,9592,129326,6927,69546,5790,1325,11526,93117,217335,206653,137249,76063,18.08,120625,28842157.24,123746,743273,1677070,9867,369,6312,1798993,4103,4081,5874,13683,8794,6024,5421,3224,1806,,3304,9340,,,4176,2326,,,2270,2248,1812,,1881,1695,,233345,33705,30234,36760,20159,46869,18896,15779,8838,10005,7506,47259,4184,4961,3805,13539,3703,8912,5072,44293,1976,,,,4372,1643,2796,2689,2116,,,,,,,,,1679,,,,,,,,,,,,,,
1401970707266472,,201765839840980,Hometalk,"This will solve everyone's WORST laundry problem!",230,"06/05/2023 15:06",,,Lifetime,4742,66219,33,15,476,108,3047,305,8223,601,14434,850,19547,1183,20459,1680,50,605,3373,8910,15387,20940,22354,21.26,16963,3623763.12,17556,71622,210361,994,77,308,214741,305,378,276,284,314,189,304,183,143,163,178,189,122,72,132,108,88,90,114,80,81,96,,,,44906,4904,3369,1332,2230,1293,774,568,809,668,780,418,457,383,409,430,344,417,235,587,75,,,,,,,,88,,,,,76,,,,,,,,,,,,,,,,,,
766703801816572,,201765839840980,Hometalk,"The GENIUS reason everyone's buying black PVC pipes for their porch",238,"06/07/2023 15:06",,,Lifetime,605214,356713,171,201,2326,3340,12299,28804,33664,86461,68910,139468,112128,179665,127215,167275,382,5836,41576,121953,211486,296036,298914,35.73,334560,69712304.55,342477,976197,2152559,6335,423,1608,2399555,2260,5923,1101,2560,3131,1429,1268,4285,600,1023,2617,1092,638,586,749,1093,850,613,598,,1594,1250,,,,550402,195705,74873,4593,32024,14289,7434,1640,4831,2809,7674,3520,6077,1304,8174,3457,2062,1375,898,2534,,,,,513,,,,874,,,1070,,521,,,,,,,,,,,,,,,,,,
6741041205920116,,201765839840980,Hometalk,"This will instantly upgrade your bathroom for under $100!",209,"06/09/2023 15:06",,,Lifetime,88481,341638,804,463,5870,2471,34202,8662,75074,18828,89825,24054,77238,20376,58625,13627,1284,8457,43095,94479,114595,98244,72848,30.27,174550,27616407.53,174550,432979,958311,9994,173,1664,986715,5875,,12754,2856,1864,1924,1991,,2160,1400,,1324,,1248,1487,,,,,2830,,,4049,1876,,115108,13138,7411,48315,6074,9657,4696,12040,11231,5696,7456,4382,1447,7034,1398,9446,6777,40225,10967,5086,4854,,2135,2148,,1830,,,,,2740,,,,1787,,,,3644,,4601,,,1444,,,,,,,1562,1255
702672641620851,,201765839840980,Hometalk,"Spray shaving cream on your toilet for this genius hack!",192,"06/11/2023 15:06",,,Lifetime,27992,222319,115,47,1391,344,7043,1220,16876,2500,38589,4441,68439,7861,89866,11579,163,1774,8338,19588,43393,76855,102303,28.24,88162,16326014.69,89082,252416,573754,5756,214,3141,648946,714,743,411,398,478,362,356,297,325,224,285,257,194,,198,169,237,128,145,122,160,168,,114,,197960,14532,7855,2140,4767,1707,1188,730,1422,1002,1582,687,793,777,1023,775,798,539,387,876,124,154,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,
639801764833792,,201765839840980,Hometalk,"The genius reason he cuts up old pencils for his dresser",185,"06/12/2023 15:06",,,Lifetime,7514,74712,28,13,520,127,3423,508,7696,921,12468,1195,20593,1785,29984,2965,42,660,3952,8708,13760,22552,33277,24.09,28701,4991990.57,28701,82952,192177,1875,100,176,238108,346,385,330,313,333,295,283,221,251,134,223,174,134,,217,113,96,95,134,,104,103,81,,,52820,4870,4062,1391,2006,1339,776,505,1419,782,956,623,596,348,502,666,490,460,369,798,99,76,,,81,,,,111,,,,,,,,,,,,,,,,,,,,,,,
553861383629536,,201765839840980,Hometalk,"Genius Dollar Store items to buy in July (before they're gone!)",204,"06/13/2023 15:06",,,Lifetime,3933,45817,26,15,372,81,1969,308,4807,487,8618,673,12922,932,17103,1437,41,457,2295,5348,9345,13954,18714,16.7,8417,1976496.51,8417,50154,127470,742,36,195,135061,223,204,185,192,188,190,168,135,187,127,96,111,86,,123,68,65,71,65,,,84,72,68,,32891,2551,1701,1103,958,804,494,449,546,355,429,403,306,275,230,378,482,261,309,394,69,,65,,61,,,,63,,,,,,,,,,,,,,,,,,,,,,,
769910554632882,,201765839840980,Hometalk,"Stick a Dollar Store garden fence into a pie plate for this genius idea!",181,"06/14/2023 15:06",,,Lifetime,30130,475488,246,85,2735,599,12909,1705,35193,2719,87076,4962,154025,8113,183304,11947,337,3402,14736,38206,92671,163338,196764,34.43,224991,34602337.74,226833,509445,1040364,9850,550,3078,1148846,746,2073,1161,1326,1094,756,650,1176,646,388,761,595,315,,511,475,651,283,350,425,372,460,265,,,380815,33323,16267,6383,10446,5320,4517,1790,2858,2254,4385,2380,1849,2354,2196,1695,1468,1435,1230,1462,,,,,488,,,,383,,,285,,,,,,,,,,,,,,,,,,,,
776867350647749,,201765839840980,Hometalk,"The brilliant reason he lays Ziploc bags of cement in his backyard",482,"06/15/2023 10:06",,,Lifetime,5474,38209,15,12,312,111,2350,694,5022,1133,7066,1069,9925,1114,13519,1341,27,428,3057,6202,8203,11126,15005,22.12,6498,2092865.12,6567,44049,28165,292,132,36,32142,449,187,211,204,200,199,178,99,141,150,85,125,151,,119,73,,82,125,,76,96,,103,61,27280,2037,1733,1043,689,510,367,564,707,331,388,392,267,234,233,408,848,281,172,286,71,60,,,90,,,,,59,,,,,,,,,,,,,,,,,,,,,,
920427892383775,,201765839840980,Hometalk,"Brilliant ways to fake high end storage on a Dollar Store budget!",483,"06/16/2023 10:06",,,Lifetime,3105,27732,15,7,166,54,1326,277,3094,556,5208,576,7678,674,10245,961,22,222,1616,3689,5817,8418,11326,18.42,4408,1536311.86,4605,31111,30010,450,83,122,30601,266,129,115,155,113,124,94,97,131,90,68,74,83,42,78,,,42,55,,54,70,40,64,,20107,1532,1247,643,504,349,298,262,365,208,334,245,173,148,140,226,503,162,108,228,46,44,,,56,39,,,,,,,,,,,,,,,,,,,,,,,,,,
280468057887196,,201765839840980,Hometalk,"Put a dryer vent on your fence (Brilliant backyard idea!)",210,"06/16/2023 15:06",,,Lifetime,16586,90760,32,15,555,168,3148,733,7199,1486,14081,2575,26952,4573,38793,7036,49,744,3913,8770,16804,31813,46294,27.8,28563,5760882.51,28744,108388,261632,1802,117,447,269032,388,386,232,284,300,241,230,253,254,119,203,164,164,77,146,96,81,95,96,76,105,130,,98,,76905,7859,4772,989,2225,1030,750,459,1038,666,904,485,541,289,489,506,587,357,290,517,,,,,70,,,,105,,,,,,,,,,,,,,,,,,,,,,,
973265770489425,,201765839840980,Hometalk,"The brilliant $20 entryway upgrade using a mirror and pool noodles",185,"06/18/2023 15:06",,,Lifetime,3092,27426,14,7,223,70,1292,224,3263,445,5386,577,7657,743,9591,1026,21,299,1524,3744,6007,8470,10730,13.19,5503,1215641.74,5638,30795,101689,304,21,64,104526,137,160,142,103,111,70,84,92,63,57,71,53,47,44,52,32,31,,,33,,34,31,32,38,20262,1828,1242,683,578,517,303,295,467,192,268,188,185,185,159,193,140,216,139,182,37,,30,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,
1002902890885648,,201765839840980,Hometalk,"Triple your storage by doing this (brilliant!)",522,"06/19/2023 10:06",,,Lifetime,4553,39701,27,11,326,70,2161,430,4939,825,7306,837,10439,988,14503,1392,38,403,2600,5822,8203,11516,16037,12.44,4505,1648930.31,4525,44619,67641,310,59,86,71358,456,159,201,182,199,149,143,131,143,120,110,111,136,61,90,80,62,67,94,,,72,64,75,,28522,2417,1727,893,678,626,367,313,705,287,416,334,292,234,221,291,651,309,173,290,86,65,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685526524904387,,201765839840980,Hometalk,"Roll 10 Dollar Store rings in the dirt for this brilliant idea!",237,"06/19/2023 15:06",,,Lifetime,801,5969,0,2,56,14,325,69,686,132,955,141,1546,177,2401,266,2,71,395,822,1109,1736,2684,8.32,1700,305669.59,1700,6819,42418,47,3,1,43217,30,20,17,39,24,13,12,11,10,7,12,15,12,,13,14,9,11,11,6,9,17,,,,4662,454,282,114,122,66,52,44,84,31,48,47,31,28,38,44,61,27,26,34,9,8,,,6,,,,,,,,,,,,,,,,,,,,,,,,,7,,
978902036891649,,201765839840980,Hometalk,"Roll 10 Dollar Store rings in the dirt for this brilliant idea!",237,"06/19/2023 15:06",,,Lifetime,14204,176375,87,37,1102,234,5924,784,12595,1411,24831,2045,47711,3427,84125,6266,124,1361,6752,14133,27084,51496,91001,28.08,80000,11831683.38,80146,191951,423444,1650,171,227,469179,529,679,538,438,412,318,265,392,366,219,331,203,229,,209,160,294,,161,160,214,200,,,127,140986,11313,7711,2145,4093,1594,1348,954,1242,837,1800,896,783,827,964,740,978,738,601,676,121,118,,,137,,,,119,,,,,,,,,,,,,,,,,,,,,,,
702622564957686,,201765839840980,Hometalk,"Tape up 4 Dollar Store mats...",496,"06/20/2023 10:06",,,Lifetime,2492,22092,9,4,159,33,1036,212,2303,379,3702,484,5862,522,9021,858,13,197,1250,2704,4218,6429,9975,13.87,3229,1093061.67,3229,24786,40493,312,26,44,45183,190,53,85,94,101,57,74,75,72,47,46,58,53,32,57,,28,,36,37,41,37,30,37,28,16744,1265,909,475,306,273,217,180,287,165,247,165,146,126,106,171,251,175,93,179,44,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,
995470111897091,,201765839840980,Hometalk,"The secret weapon to conquer nasty toilet issues",228,"06/20/2023 15:06",,,Lifetime,2667,24918,13,6,203,49,1069,179,2379,331,4328,418,6902,606,10024,1078,19,258,1255,2738,4790,7562,11194,24.77,7233,1574112.27,7573,27816,74100,386,62,117,74100,125,90,85,79,86,68,76,72,42,59,61,55,38,27,44,27,41,27,47,26,26,43,,38,,19268,1488,1107,442,542,323,244,169,250,213,274,203,147,130,160,177,122,111,90,206,27,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,
192482083780318,,201765839840980,Hometalk,"The genius new reason everyone's buying Dollar Store picture frames!",577,"06/21/2023 09:06",,,Lifetime,1504,18569,8,2,132,33,746,125,1714,191,2916,257,4978,330,8075,566,10,166,874,1920,3204,5340,8714,16.75,4010,1053140.42,4142,20228,50754,217,74,24,57303,74,69,90,77,79,50,61,38,136,31,54,40,52,,43,24,28,26,40,29,27,27,29,,31,13208,1059,878,462,302,265,154,133,360,159,206,133,146,93,105,144,139,132,111,148,49,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
975214977123539,,201765839840980,Hometalk,"Grab a cheap folding metal table for this brilliant idea!",188,"06/21/2023 15:06",,,Lifetime,42851,333214,372,308,3043,1488,11511,3766,26376,5156,56213,7390,100818,10245,134881,14498,690,4614,15417,31896,64150,112129,150878,27.27,170529,21544928.49,172147,379780,798794,3800,80,340,911275,1418,2261,1268,2251,1465,1001,846,1563,882,613,1307,764,497,782,760,648,,416,547,,617,973,,568,,223381,28717,23326,4042,12218,8079,5065,2195,4853,3790,5467,3785,2693,1221,3665,2530,4571,2085,844,2065,,,,,513,,,,536,,,465,,,624,,,,,,,,,,,,,,,,,
1719860208466445,,201765839840980,Hometalk,"Bend a wire hanger for this brilliant front porch idea!",182,"06/23/2023 15:06",,,Lifetime,37002,365134,871,592,5823,2708,23173,5573,47270,6160,78913,6451,100060,6748,109024,8770,1472,8606,28908,53801,85950,107537,118750,23.5,83232,16666888.3,84041,405015,766600,5997,91,2149,810473,3217,2173,2755,3104,1886,1942,1536,1241,2167,1205,1211,1696,,1648,1360,778,1369,,808,1029,,,891,1065,,206314,19377,15730,14495,8774,7338,5350,7075,4399,4793,6901,8766,2481,3849,2749,3609,7427,3466,3373,4368,877,,1246,1157,1552,,,,886,,,,,,,,,,,,,,,,,,,,,,,
1676787512793847,,201765839840980,Hometalk,"Got an old lampshade lying around? This is brilliant!",214,"06/25/2023 15:06",,,Lifetime,14458,170334,263,184,1784,730,6850,1555,16346,1842,35626,2524,52207,3185,57258,4438,451,2553,8465,18366,38469,55867,62398,28.7,44988,10229120.25,44988,186572,432205,3434,112,619,435637,718,1100,1342,1441,1148,795,1008,745,604,350,603,730,382,509,678,393,,318,425,323,306,563,,526,,92505,11796,8863,3439,5353,6450,3143,2344,3661,3907,3199,3051,1365,1003,1447,2468,2160,2355,927,1637,,,,,506,,,,502,,,306,,,,,,,,,,,,,,,,,,,,
987028182423095,,201765839840980,Hometalk,"The genius new way people are using cheap pegboard hooks",264,"06/26/2023 15:06",,,Lifetime,39344,313272,453,390,3721,1926,17618,4721,37998,6069,62927,6978,92674,8607,97881,10653,851,5728,22473,44506,70506,102184,109681,30.99,133564,20064056.52,138996,355936,631305,4282,121,719,716160,2186,1820,1417,1246,1233,891,977,1113,1326,962,1191,608,565,979,581,501,,420,422,,477,542,,969,465,205567,22305,26753,6072,11613,5188,4566,3534,4906,2643,3741,2226,2981,1614,1815,2282,7108,2049,1419,2218,,475,,,,,,,,,,,,,698,,,,,,,,,,,411,,,,,,
170351609202913,,201765839840980,Hometalk,"Do you hate popcorn ceilings? This is brilliant!",233,"06/27/2023 15:06",,,Lifetime,3072,32002,27,10,214,69,1305,208,3427,427,5879,536,9445,711,11705,1111,38,292,1528,3902,6469,10269,12980,21.61,10142,2052258.47,10173,35478,102828,700,49,161,109826,184,162,113,108,140,101,113,103,83,94,92,70,50,57,75,48,49,,43,,40,63,,44,47,23432,2295,1349,607,698,489,369,236,402,309,410,225,231,185,200,205,225,182,102,251,35,,,,,,,,38,37,,,,,,,,,,,,,,,,,,,,,,
173830932153048,,201765839840980,Hometalk,"She rescued a lone pallet for this genius garden hack!",357,"06/28/2023 15:06",,,Lifetime,12346,73426,96,104,715,447,2983,1205,6262,1653,11795,1980,20848,2701,30727,4256,200,1178,4216,8001,13883,23752,35337,24.46,28556,4810514.92,28556,86567,200218,1042,37,188,229707,452,473,392,425,330,229,203,277,241,179,260,226,167,232,221,119,,137,125,,134,142,,154,145,52853,5678,4346,1323,1986,1683,933,641,953,717,1038,716,578,343,439,519,1462,563,294,662,,,,,112,,,,98,,,101,,,,,,,,,,,,,,,,,,,,
758793886042522,,201765839840980,Hometalk,"Triple your kitchen storage with these brilliant Dollar Store ideas!",217,"06/29/2023 12:06",,,Lifetime,98391,1532487,1670,579,19839,3312,110037,10525,267222,16613,416809,21540,411653,22252,305257,23570,2273,23498,121414,286249,442008,437552,332269,32.45,527110,106647605.8,527110,1645189,3489066,28768,790,23504,3644075,24499,11415,10750,12368,10196,6070,8130,5266,4259,14745,4880,5696,,6031,4077,2554,2757,,,4463,,5563,2851,3842,,779534,127235,45928,96704,71609,46609,19458,21347,21132,15344,20027,20608,7258,20706,6949,12502,15472,10162,11148,16822,4211,5622,4943,,4350,,,,,,,,,,6521,,,,,,,,,,,,,,,,,
472739188316999,,201765839840980,Hometalk,,17,"04/01/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.92,,1361062.65,,81228,204732,737,42,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762622215383122,,201765839840980,Hometalk,,19,"04/04/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,7.63,,1060880.42,,49997,139012,248,11,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233505062525416,,201765839840980,Hometalk,,21,"04/06/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.69,,1128429.07,,55645,141475,365,4,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204013880476160,,201765839840980,Hometalk,,10,"04/09/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,7.32,,5982463.81,,303650,1215797,4572,111,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168792579401659,,201765839840980,Hometalk,,23,"04/11/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.69,,859607.26,,44147,146465,298,6,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171764711950484,,201765839840980,Hometalk,,23,"04/11/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6,,617266.83,,29737,115880,183,10,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698977238646750,,201765839840980,Hometalk,,27,"04/13/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,13.57,,7151142.8,,230848,691157,3240,161,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343436692587479,,201765839840980,Hometalk,,17,"04/15/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.93,,958308.76,,57471,147947,448,7,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197869674421830,,201765839840980,Hometalk,,45,"04/17/2023 07:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.51,,569449.09,,26203,83376,91,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774441274148226,,201765839840980,Hometalk,,10,"04/18/2023 16:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,3.98,,333179.79,,19801,91083,90,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541842121211296,,201765839840980,Hometalk,,26,"04/19/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,9.28,,1310750.63,,57823,147835,240,4,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192978446924907,,201765839840980,Hometalk,,20,"04/21/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.25,,843191.86,,46856,136897,425,21,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559880916211591,,201765839840980,Hometalk,,20,"04/23/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,10,,2658432.43,,134231,280805,595,41,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263349889455999,,201765839840980,Hometalk,,11,"04/26/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.31,,4909684.71,,402398,782272,2114,54,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739788054297160,,201765839840980,Hometalk,,9,"04/28/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,4.49,,474552.04,,38743,115956,116,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255492410379777,,201765839840980,Hometalk,,7,"04/30/2023 08:04",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.34,,650333.68,,48119,124514,250,12,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256508766783927,,201765839840980,Hometalk,,11,"05/03/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.01,,5179640.69,,273724,643635,2923,50,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184450185278066,,201765839840980,Hometalk,,19,"05/06/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,9.44,,4823390.46,,219267,517697,2214,37,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747948436992161,,201765839840980,Hometalk,,20,"05/09/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,10.26,,3239614.46,,153809,332634,1210,80,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258871746708499,,201765839840980,Hometalk,,38,"05/09/2023 18:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.87,,549524.65,,25598,88049,79,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217435584317947,,201765839840980,Hometalk,,13,"05/11/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,9.9,,5041696.61,,300692,502346,5575,116,2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
