"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels",Comment,Date,"People reached",Comments,Shares,Likes,"3-Second Video Views","Seconds Viewed","Averaged Seconds Viewed","Unique Video 60-Second Views","60-Second Video Views",Impressions,"Views by top audience (F)","Views by top audience (M)","Views by top audience (65+)","Views by top audience (55-64)","Views by top audience (45-54)","Views by top audience (35-44)","Views by top audience (25-34)","Views by top audience (18-24)","Views by top audience (13-17)","Views by top audience (65+, M)","Views by top audience (65+, F)","Views by top audience (55-64, M)","Views by top audience (55-64, F)","Views by top audience (45-54, M)","Views by top audience (45-54, F)","Views by top audience (35-44, M)","Views by top audience (35-44, F)","Views by top audience (25-34, M)","Views by top audience (25-34, F)","Views by top audience (18-24, M)","Views by top audience (18-24, F)","Views by top audience (13-17, M)","Views by top audience (13-17, F)","Views by country (United States (US))","Views by country (United Kingdom (GB))","Views by country (Canada (CA))","Views by country (France (FR))","Views by country (Mexico (MX))","Views by country (Australia (AU))","Views by country (Hungary (HU))","Views by country (Poland (PL))","Views by country (Germany (DE))","Views by country (Greece (GR))","Views by country (Spain (ES))","Views by country (South Africa (ZA))","Views by country (Italy (IT))","Views by country (Netherlands (NL))","Views by country (Brazil (BR))","Views by country (Puerto Rico (PR))","Views by country (Ireland (IE))","Views by country (Belgium (BE))","Views by country (Romania (RO))","Views by country (Sweden (SE))","Views by country (Philippines (PH))","Views by country (Portugal (PT))","Views by country (Czech Republic (CZ))","Views by country (New Zealand (NZ))","Views by country (India (IN))","Views by country (Bulgaria (BG))","Views by country (Colombia (CO))","Views by country (Chile (CL))","Views by country (Argentina (AR))","Views by country (Denmark (DK))","Views by country (Slovakia (SK))","Views by country (Pakistan (PK))","Views by country (Austria (AT))","Views by country (Norway (NO))","Views by country (Lithuania (LT))","Views by country (Egypt (EG))","Views by country (Israel (IL))","Views by country (Serbia (RS))","Views by country (Costa Rica (CR))","Views by country (Ukraine (UA))","Views by country (Indonesia (ID))","Views by country (Estonia (EE))","Views by country (Algeria (DZ))","Views by country (Cyprus (CY))","Views by country (Turkey (TR))","Views by country (Malaysia (MY))","Views by country (Croatia (HR))","Views by country (Switzerland (CH))","Views by country (Thailand (TH))","Views by country (Trinidad and Tobago (TT))","Views by country (Slovenia (SI))","Views by country (Finland (FI))","Views by country (Bosnia and Herzegovina (BA))","Views by country (Hong Kong (HK))","Views by country (Syria (SY))","Views by country (Gabon (GA))","Views by country (Peru (PE))","Views by country (Taiwan (TW))","Views by country (Dominican Republic (DO))","Views by country (Ecuador (EC))","Views by country (Singapore (SG))","Views by country (Uruguay (UY))","Views by country (Guatemala (GT))","Views by country (Morocco (MA))","Views by country (Mongolia (MN))","Views by country (Nepal (NP))","Views by country (Japan (JP))","Views by country (Bangladesh (BD))","Views by country (Myanmar (MM))","Views by country (Sri Lanka (LK))","Views by country (Vietnam (VN))","Views by country (Macedonia (MK))"
513306170928868,,201765839840980,Hometalk,"This Dollar Store hack is what your backyard is missing!",183,"07/02/2023 15:07",,,Lifetime,467573,104,1471,2660,201305,8184691.76,19.87,36313,37438,486172,176223,23773,42614,52874,49589,31146,17636,6219,1226,3692,38564,3680,48874,3967,45341,4602,26339,4818,12728,2462,3710,552,667,90878,5590,12069,11044,5717,5552,3912,4643,3248,1981,2332,1733,1655,865,3110,2368,788,1840,856,796,1551,991,2306,1183,6936,738,1368,1116,1628,590,1123,1154,478,,897,1002,364,428,658,,481,,,,,696,424,,1306,,,,,,,,,,,,,,,,,351,,363,366,,,
1210797852928414,,201765839840980,Hometalk,,15,"07/28/2023 08:07",,,Lifetime,195204,63,358,1181,83152,1469711.85,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291398813373195,,201765839840980,Hometalk,,13,"07/26/2023 08:07",,,Lifetime,104250,12,87,347,36375,600765.48,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665744645584598,,201765839840980,Hometalk,,16,"07/24/2023 08:07",,,Lifetime,151313,27,56,193,48672,902179.2,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728819485669872,,201765839840980,Hometalk,,10,"07/22/2023 08:07",,,Lifetime,214973,47,662,1170,106985,1597077.03,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261661369833084,,201765839840980,Hometalk,,15,"07/20/2023 08:07",,,Lifetime,93552,8,25,199,26360,469637.94,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090020017776643,,201765839840980,Hometalk,,16,"07/18/2023 08:07",,,Lifetime,159794,10,141,638,78918,1227521.52,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658685085757913,,201765839840980,Hometalk,,33,"07/16/2023 08:07",,,Lifetime,159530,22,442,1095,79523,2130132.19,13.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279847544596663,,201765839840980,Hometalk,,16,"07/14/2023 08:07",,,Lifetime,138247,27,280,659,61972,1043081.04,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586766886861129,,201765839840980,Hometalk,,16,"07/12/2023 08:07",,,Lifetime,149800,20,250,858,71587,1271286.65,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
